"ID","Date","Cases","Cases_New","Type","Age","Sex","Source"
"ES",2020-02-15,0,-2,"Active","Total","Total","JHU"
"ES",2020-02-15,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-15,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-15,2,2,"Recovered","Total","Total","JHU"
"ES",2020-02-16,0,0,"Active","Total","Total","JHU"
"ES",2020-02-16,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-16,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-16,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-17,0,0,"Active","Total","Total","JHU"
"ES",2020-02-17,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-17,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-17,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-18,0,0,"Active","Total","Total","JHU"
"ES",2020-02-18,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-18,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-18,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-19,0,0,"Active","Total","Total","JHU"
"ES",2020-02-19,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-19,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-19,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-20,0,0,"Active","Total","Total","JHU"
"ES",2020-02-20,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-20,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-20,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-21,0,0,"Active","Total","Total","JHU"
"ES",2020-02-21,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-21,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-21,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-22,0,0,"Active","Total","Total","JHU"
"ES",2020-02-22,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-22,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-22,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-23,0,0,"Active","Total","Total","JHU"
"ES",2020-02-23,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-23,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-23,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-24,0,0,"Active","Total","Total","JHU"
"ES",2020-02-24,2,0,"Confirmed","Total","Total","JHU"
"ES",2020-02-24,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-24,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-25,4,4,"Active","Total","Total","JHU"
"ES",2020-02-25,6,4,"Confirmed","Total","Total","JHU"
"ES",2020-02-25,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-25,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-26,11,7,"Active","Total","Total","JHU"
"ES",2020-02-26,13,7,"Confirmed","Total","Total","JHU"
"ES",2020-02-26,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-26,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-27,13,2,"Active","Total","Total","JHU"
"ES",2020-02-27,15,2,"Confirmed","Total","Total","JHU"
"ES",2020-02-27,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-27,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-28,30,17,"Active","Total","Total","JHU"
"ES",2020-02-28,32,17,"Confirmed","Total","Total","JHU"
"ES",2020-02-28,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-28,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-29,43,13,"Active","Total","Total","JHU"
"ES",2020-02-29,40,40,"Active","Total","Total","JRC"
"ES",2020-02-29,45,13,"Confirmed","Total","Total","JHU"
"ES",2020-02-29,40,40,"Confirmed","Total","Total","JRC"
"ES",2020-02-29,0,0,"Deaths","Total","Total","JHU"
"ES",2020-02-29,NA,NA,"Deaths","Total","Total","JRC"
"ES",2020-02-29,NA,NA,"Hospitalized","Total","Total","JRC"
"ES",2020-02-29,NA,NA,"ICU","Total","Total","JRC"
"ES",2020-02-29,2,0,"Recovered","Total","Total","JHU"
"ES",2020-02-29,NA,NA,"Recovered","Total","Total","JRC"
"ES",2020-03-01,82,39,"Active","Total","Total","JHU"
"ES",2020-03-01,61,21,"Active","Total","Total","JRC"
"ES",2020-03-01,84,39,"Confirmed","Total","Total","JHU"
"ES",2020-03-01,61,21,"Confirmed","Total","Total","JRC"
"ES",2020-03-01,0,0,"Deaths","Total","Total","JHU"
"ES",2020-03-01,NA,NA,"Deaths","Total","Total","JRC"
"ES",2020-03-01,NA,NA,"Hospitalized","Total","Total","JRC"
"ES",2020-03-01,NA,NA,"ICU","Total","Total","JRC"
"ES",2020-03-01,2,0,"Recovered","Total","Total","JHU"
"ES",2020-03-01,NA,NA,"Recovered","Total","Total","JRC"
"ES",2020-03-02,118,36,"Active","Total","Total","JHU"
"ES",2020-03-02,125,64,"Active","Total","Total","JRC"
"ES",2020-03-02,120,36,"Confirmed","Total","Total","JHU"
"ES",2020-03-02,125,64,"Confirmed","Total","Total","JRC"
"ES",2020-03-02,0,0,"Deaths","Total","Total","JHU"
"ES",2020-03-02,NA,NA,"Deaths","Total","Total","JRC"
"ES",2020-03-02,NA,NA,"Hospitalized","Total","Total","JRC"
"ES",2020-03-02,NA,NA,"ICU","Total","Total","JRC"
"ES",2020-03-02,2,0,"Recovered","Total","Total","JHU"
"ES",2020-03-02,NA,NA,"Recovered","Total","Total","JRC"
"ES",2020-03-03,162,44,"Active","Total","Total","JHU"
"ES",2020-03-03,154,29,"Active","Total","Total","JRC"
"ES",2020-03-03,165,45,"Confirmed","Total","Total","JHU"
"ES",2020-03-03,155,30,"Confirmed","Total","Total","JRC"
"ES",2020-03-03,1,1,"Deaths","Total","Total","JHU"
"ES",2020-03-03,1,1,"Deaths","Total","Total","JRC"
"ES",2020-03-03,NA,NA,"Hospitalized","Total","Total","JRC"
"ES",2020-03-03,NA,NA,"ICU","Total","Total","JRC"
"ES",2020-03-03,2,0,"Recovered","Total","Total","JHU"
"ES",2020-03-03,NA,NA,"Recovered","Total","Total","JRC"
"ES",2020-03-04,218,56,"Active","Total","Total","JHU"
"ES",2020-03-04,173,19,"Active","Total","Total","JRC"
"ES",2020-03-04,222,57,"Confirmed","Total","Total","JHU"
"ES",2020-03-04,198,43,"Confirmed","Total","Total","JRC"
"ES",2020-03-04,2,1,"Deaths","Total","Total","JHU"
"ES",2020-03-04,1,0,"Deaths","Total","Total","JRC"
"ES",2020-03-04,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-04,7,7,"ICU","Total","Total","JRC"
"ES",2020-03-04,2,0,"Recovered","Total","Total","JHU"
"ES",2020-03-04,24,24,"Recovered","Total","Total","JRC"
"ES",2020-03-05,254,36,"Active","Total","Total","JHU"
"ES",2020-03-05,234,61,"Active","Total","Total","JRC"
"ES",2020-03-05,259,37,"Confirmed","Total","Total","JHU"
"ES",2020-03-05,237,39,"Confirmed","Total","Total","JRC"
"ES",2020-03-05,3,1,"Deaths","Total","Total","JHU"
"ES",2020-03-05,3,2,"Deaths","Total","Total","JRC"
"ES",2020-03-05,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-05,9,2,"ICU","Total","Total","JRC"
"ES",2020-03-05,2,0,"Recovered","Total","Total","JHU"
"ES",2020-03-05,0,-24,"Recovered","Total","Total","JRC"
"ES",2020-03-06,393,139,"Active","Total","Total","JHU"
"ES",2020-03-06,360,126,"Active","Total","Total","JRC"
"ES",2020-03-06,400,141,"Confirmed","Total","Total","JHU"
"ES",2020-03-06,365,128,"Confirmed","Total","Total","JRC"
"ES",2020-03-06,5,2,"Deaths","Total","Total","JHU"
"ES",2020-03-06,5,2,"Deaths","Total","Total","JRC"
"ES",2020-03-06,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-06,11,2,"ICU","Total","Total","JRC"
"ES",2020-03-06,2,0,"Recovered","Total","Total","JHU"
"ES",2020-03-06,0,0,"Recovered","Total","Total","JRC"
"ES",2020-03-07,460,67,"Active","Total","Total","JHU"
"ES",2020-03-07,500,100,"Confirmed","Total","Total","JHU"
"ES",2020-03-07,10,5,"Deaths","Total","Total","JHU"
"ES",2020-03-07,30,28,"Recovered","Total","Total","JHU"
"ES",2020-03-08,626,166,"Active","Total","Total","JHU"
"ES",2020-03-08,673,173,"Confirmed","Total","Total","JHU"
"ES",2020-03-08,17,7,"Deaths","Total","Total","JHU"
"ES",2020-03-08,30,0,"Recovered","Total","Total","JHU"
"ES",2020-03-09,1013,387,"Active","Total","Total","JHU"
"ES",2020-03-09,983,983,"Active","Total","Total","JRC"
"ES",2020-03-09,1073,400,"Confirmed","Total","Total","JHU"
"ES",2020-03-09,999,999,"Confirmed","Total","Total","JRC"
"ES",2020-03-09,28,11,"Deaths","Total","Total","JHU"
"ES",2020-03-09,16,16,"Deaths","Total","Total","JRC"
"ES",2020-03-09,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-09,68,68,"ICU","Total","Total","JRC"
"ES",2020-03-09,32,2,"Recovered","Total","Total","JHU"
"ES",2020-03-09,0,0,"Recovered","Total","Total","JRC"
"ES",2020-03-10,1628,615,"Active","Total","Total","JHU"
"ES",2020-03-10,1587,604,"Active","Total","Total","JRC"
"ES",2020-03-10,1695,622,"Confirmed","Total","Total","JHU"
"ES",2020-03-10,1622,623,"Confirmed","Total","Total","JRC"
"ES",2020-03-10,35,7,"Deaths","Total","Total","JHU"
"ES",2020-03-10,35,19,"Deaths","Total","Total","JRC"
"ES",2020-03-10,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-10,100,32,"ICU","Total","Total","JRC"
"ES",2020-03-10,32,0,"Recovered","Total","Total","JHU"
"ES",2020-03-10,0,0,"Recovered","Total","Total","JRC"
"ES",2020-03-11,2040,412,"Active","Total","Total","JHU"
"ES",2020-03-11,2081,494,"Active","Total","Total","JRC"
"ES",2020-03-11,2277,582,"Confirmed","Total","Total","JHU"
"ES",2020-03-11,2128,506,"Confirmed","Total","Total","JRC"
"ES",2020-03-11,54,19,"Deaths","Total","Total","JHU"
"ES",2020-03-11,47,12,"Deaths","Total","Total","JRC"
"ES",2020-03-11,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-11,142,42,"ICU","Total","Total","JRC"
"ES",2020-03-11,183,151,"Recovered","Total","Total","JHU"
"ES",2020-03-11,0,0,"Recovered","Total","Total","JRC"
"ES",2020-03-12,2039,-1,"Active","Total","Total","JHU"
"ES",2020-03-12,2866,785,"Active","Total","Total","JRC"
"ES",2020-03-12,2277,0,"Confirmed","Total","Total","JHU"
"ES",2020-03-12,2950,822,"Confirmed","Total","Total","JRC"
"ES",2020-03-12,55,1,"Deaths","Total","Total","JHU"
"ES",2020-03-12,84,37,"Deaths","Total","Total","JRC"
"ES",2020-03-12,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-12,190,48,"ICU","Total","Total","JRC"
"ES",2020-03-12,183,0,"Recovered","Total","Total","JHU"
"ES",2020-03-12,0,0,"Recovered","Total","Total","JRC"
"ES",2020-03-13,4906,2867,"Active","Total","Total","JHU"
"ES",2020-03-13,4091,1225,"Active","Total","Total","JRC"
"ES",2020-03-13,5232,2955,"Confirmed","Total","Total","JHU"
"ES",2020-03-13,4209,1259,"Confirmed","Total","Total","JRC"
"ES",2020-03-13,133,78,"Deaths","Total","Total","JHU"
"ES",2020-03-13,118,34,"Deaths","Total","Total","JRC"
"ES",2020-03-13,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-13,272,82,"ICU","Total","Total","JRC"
"ES",2020-03-13,193,10,"Recovered","Total","Total","JHU"
"ES",2020-03-13,0,0,"Recovered","Total","Total","JRC"
"ES",2020-03-14,5679,773,"Active","Total","Total","JHU"
"ES",2020-03-14,5545,1454,"Active","Total","Total","JRC"
"ES",2020-03-14,6391,1159,"Confirmed","Total","Total","JHU"
"ES",2020-03-14,5753,1544,"Confirmed","Total","Total","JRC"
"ES",2020-03-14,195,62,"Deaths","Total","Total","JHU"
"ES",2020-03-14,208,90,"Deaths","Total","Total","JRC"
"ES",2020-03-14,0,0,"Hospitalized","Total","Total","JRC"
"ES",2020-03-14,0,-272,"ICU","Total","Total","JRC"
"ES",2020-03-14,517,324,"Recovered","Total","Total","JHU"
"ES",2020-03-14,0,0,"Recovered","Total","Total","JRC"
"ES",2020-03-15,6992,1313,"Active","Total","Total","JHU"
"ES",2020-03-15,7465,1920,"Active","Total","Total","JRC"
"ES",2020-03-15,7798,1407,"Confirmed","Total","Total","JHU"
"ES",2020-03-15,7753,2000,"Confirmed","Total","Total","JRC"
"ES",2020-03-15,289,94,"Deaths","Total","Total","JHU"
"ES",2020-03-15,288,80,"Deaths","Total","Total","JRC"
"ES",2020-03-15,NA,NA,"Hospitalized","Total","Total","JRC"
"ES",2020-03-15,NA,NA,"ICU","Total","Total","JRC"
"ES",2020-03-15,517,0,"Recovered","Total","Total","JHU"
"ES",2020-03-15,NA,NA,"Recovered","Total","Total","JRC"
"ES",2020-03-16,9070,2078,"Active","Total","Total","JHU"
"ES",2020-03-16,10604,3139,"Active","Total","Total","JRC"
"ES",2020-03-16,9942,2144,"Confirmed","Total","Total","JHU"
"ES",2020-03-16,11493,3740,"Confirmed","Total","Total","JRC"
"ES",2020-03-16,342,53,"Deaths","Total","Total","JHU"
"ES",2020-03-16,314,26,"Deaths","Total","Total","JRC"
"ES",2020-03-16,4169,4169,"Hospitalized","Total","Total","JRC"
"ES",2020-03-16,478,478,"ICU","Total","Total","JRC"
"ES",2020-03-16,530,13,"Recovered","Total","Total","JHU"
"ES",2020-03-16,575,575,"Recovered","Total","Total","JRC"
"ES",2020-03-17,10187,1117,"Active","Total","Total","JHU"
"ES",2020-03-17,12414,1810,"Active","Total","Total","JRC"
"ES",2020-03-17,11748,1806,"Confirmed","Total","Total","JHU"
"ES",2020-03-17,13996,2503,"Confirmed","Total","Total","JRC"
"ES",2020-03-17,533,191,"Deaths","Total","Total","JHU"
"ES",2020-03-17,496,182,"Deaths","Total","Total","JRC"
"ES",2020-03-17,5982,1813,"Hospitalized","Total","Total","JRC"
"ES",2020-03-17,628,150,"ICU","Total","Total","JRC"
"ES",2020-03-17,1028,498,"Recovered","Total","Total","JHU"
"ES",2020-03-17,1086,511,"Recovered","Total","Total","JRC"
"ES",2020-03-18,12206,2019,"Active","Total","Total","JHU"
"ES",2020-03-18,15941,3527,"Active","Total","Total","JRC"
"ES",2020-03-18,13910,2162,"Confirmed","Total","Total","JHU"
"ES",2020-03-18,17691,3695,"Confirmed","Total","Total","JRC"
"ES",2020-03-18,623,90,"Deaths","Total","Total","JHU"
"ES",2020-03-18,590,94,"Deaths","Total","Total","JRC"
"ES",2020-03-18,6778,796,"Hospitalized","Total","Total","JRC"
"ES",2020-03-18,867,239,"ICU","Total","Total","JRC"
"ES",2020-03-18,1081,53,"Recovered","Total","Total","JHU"
"ES",2020-03-18,1160,74,"Recovered","Total","Total","JRC"
"ES",2020-03-19,16026,3820,"Active","Total","Total","JHU"
"ES",2020-03-19,19763,3822,"Active","Total","Total","JRC"
"ES",2020-03-19,17963,4053,"Confirmed","Total","Total","JHU"
"ES",2020-03-19,21738,4047,"Confirmed","Total","Total","JRC"
"ES",2020-03-19,830,207,"Deaths","Total","Total","JHU"
"ES",2020-03-19,765,175,"Deaths","Total","Total","JRC"
"ES",2020-03-19,8898,2120,"Hospitalized","Total","Total","JRC"
"ES",2020-03-19,1057,190,"ICU","Total","Total","JRC"
"ES",2020-03-19,1107,26,"Recovered","Total","Total","JHU"
"ES",2020-03-19,1210,50,"Recovered","Total","Total","JRC"
"ES",2020-03-20,17779,1753,"Active","Total","Total","JHU"
"ES",2020-03-20,23772,4009,"Active","Total","Total","JRC"
"ES",2020-03-20,20410,2447,"Confirmed","Total","Total","JHU"
"ES",2020-03-20,26307,4569,"Confirmed","Total","Total","JRC"
"ES",2020-03-20,1043,213,"Deaths","Total","Total","JHU"
"ES",2020-03-20,993,228,"Deaths","Total","Total","JRC"
"ES",2020-03-20,10915,2017,"Hospitalized","Total","Total","JRC"
"ES",2020-03-20,1297,240,"ICU","Total","Total","JRC"
"ES",2020-03-20,1588,481,"Recovered","Total","Total","JHU"
"ES",2020-03-20,1542,332,"Recovered","Total","Total","JRC"
"ES",2020-03-21,21874,4095,"Active","Total","Total","JHU"
"ES",2020-03-21,28296,4524,"Active","Total","Total","JRC"
"ES",2020-03-21,25374,4964,"Confirmed","Total","Total","JHU"
"ES",2020-03-21,31753,5446,"Confirmed","Total","Total","JRC"
"ES",2020-03-21,1375,332,"Deaths","Total","Total","JHU"
"ES",2020-03-21,1326,333,"Deaths","Total","Total","JRC"
"ES",2020-03-21,13807,2892,"Hospitalized","Total","Total","JRC"
"ES",2020-03-21,1630,333,"ICU","Total","Total","JRC"
"ES",2020-03-21,2125,537,"Recovered","Total","Total","JHU"
"ES",2020-03-21,2131,589,"Recovered","Total","Total","JRC"
"ES",2020-03-22,24421,2547,"Active","Total","Total","JHU"
"ES",2020-03-22,32275,3979,"Active","Total","Total","JRC"
"ES",2020-03-22,28768,3394,"Confirmed","Total","Total","JHU"
"ES",2020-03-22,36619,4866,"Confirmed","Total","Total","JRC"
"ES",2020-03-22,1772,397,"Deaths","Total","Total","JHU"
"ES",2020-03-22,1672,346,"Deaths","Total","Total","JRC"
"ES",2020-03-22,16425,2618,"Hospitalized","Total","Total","JRC"
"ES",2020-03-22,1816,186,"ICU","Total","Total","JRC"
"ES",2020-03-22,2575,450,"Recovered","Total","Total","JHU"
"ES",2020-03-22,2672,541,"Recovered","Total","Total","JRC"
"ES",2020-03-23,30250,5829,"Active","Total","Total","JHU"
"ES",2020-03-23,35989,3714,"Active","Total","Total","JRC"
"ES",2020-03-23,35136,6368,"Confirmed","Total","Total","JHU"
"ES",2020-03-23,41265,4646,"Confirmed","Total","Total","JRC"
"ES",2020-03-23,2311,539,"Deaths","Total","Total","JHU"
"ES",2020-03-23,2136,464,"Deaths","Total","Total","JRC"
"ES",2020-03-23,19577,3152,"Hospitalized","Total","Total","JRC"
"ES",2020-03-23,2155,339,"ICU","Total","Total","JRC"
"ES",2020-03-23,2575,0,"Recovered","Total","Total","JHU"
"ES",2020-03-23,3140,468,"Recovered","Total","Total","JRC"
"ES",2020-03-24,33283,3033,"Active","Total","Total","JHU"
"ES",2020-03-24,42553,6564,"Active","Total","Total","JRC"
"ES",2020-03-24,39885,4749,"Confirmed","Total","Total","JHU"
"ES",2020-03-24,48957,7692,"Confirmed","Total","Total","JRC"
"ES",2020-03-24,2808,497,"Deaths","Total","Total","JHU"
"ES",2020-03-24,2707,571,"Deaths","Total","Total","JRC"
"ES",2020-03-24,23157,3580,"Hospitalized","Total","Total","JRC"
"ES",2020-03-24,2617,462,"ICU","Total","Total","JRC"
"ES",2020-03-24,3794,1219,"Recovered","Total","Total","JHU"
"ES",2020-03-24,3697,557,"Recovered","Total","Total","JRC"
"ES",2020-03-25,40501,7218,"Active","Total","Total","JHU"
"ES",2020-03-25,49161,6608,"Active","Total","Total","JRC"
"ES",2020-03-25,49515,9630,"Confirmed","Total","Total","JHU"
"ES",2020-03-25,57518,8561,"Confirmed","Total","Total","JRC"
"ES",2020-03-25,3647,839,"Deaths","Total","Total","JHU"
"ES",2020-03-25,3303,596,"Deaths","Total","Total","JRC"
"ES",2020-03-25,26859,3702,"Hospitalized","Total","Total","JRC"
"ES",2020-03-25,3155,538,"ICU","Total","Total","JRC"
"ES",2020-03-25,5367,1573,"Recovered","Total","Total","JHU"
"ES",2020-03-25,5054,1357,"Recovered","Total","Total","JRC"
"ES",2020-03-26,46406,5905,"Active","Total","Total","JHU"
"ES",2020-03-26,56228,7067,"Active","Total","Total","JRC"
"ES",2020-03-26,57786,8271,"Confirmed","Total","Total","JHU"
"ES",2020-03-26,66472,8954,"Confirmed","Total","Total","JRC"
"ES",2020-03-26,4365,718,"Deaths","Total","Total","JHU"
"ES",2020-03-26,3918,615,"Deaths","Total","Total","JRC"
"ES",2020-03-26,30971,4112,"Hospitalized","Total","Total","JRC"
"ES",2020-03-26,3481,326,"ICU","Total","Total","JRC"
"ES",2020-03-26,7015,1648,"Recovered","Total","Total","JHU"
"ES",2020-03-26,6326,1272,"Recovered","Total","Total","JRC"
"ES",2020-03-27,51224,4818,"Active","Total","Total","JHU"
"ES",2020-03-27,62499,6271,"Active","Total","Total","JRC"
"ES",2020-03-27,65719,7933,"Confirmed","Total","Total","JHU"
"ES",2020-03-27,75653,9181,"Confirmed","Total","Total","JRC"
"ES",2020-03-27,5138,773,"Deaths","Total","Total","JHU"
"ES",2020-03-27,4663,745,"Deaths","Total","Total","JRC"
"ES",2020-03-27,35820,4849,"Hospitalized","Total","Total","JRC"
"ES",2020-03-27,4023,542,"ICU","Total","Total","JRC"
"ES",2020-03-27,9357,2342,"Recovered","Total","Total","JHU"
"ES",2020-03-27,8491,2165,"Recovered","Total","Total","JRC"
"ES",2020-03-28,54968,3744,"Active","Total","Total","JHU"
"ES",2020-03-28,67500,5001,"Active","Total","Total","JRC"
"ES",2020-03-28,73235,7516,"Confirmed","Total","Total","JHU"
"ES",2020-03-28,83898,8245,"Confirmed","Total","Total","JRC"
"ES",2020-03-28,5982,844,"Deaths","Total","Total","JHU"
"ES",2020-03-28,5502,839,"Deaths","Total","Total","JRC"
"ES",2020-03-28,40181,4361,"Hospitalized","Total","Total","JRC"
"ES",2020-03-28,4353,330,"ICU","Total","Total","JRC"
"ES",2020-03-28,12285,2928,"Recovered","Total","Total","JHU"
