"ID","Date","Cases","Cases_New","Type","Age","Sex","Source"
"CN",2020-01-12,58,0,"Active","Total","Total","JRC"
"CN",2020-01-12,59,0,"Confirmed","Total","Total","JRC"
"CN",2020-01-12,1,0,"Deaths","Total","Total","JRC"
"CN",2020-01-13,58,0,"Active","Total","Total","JRC"
"CN",2020-01-13,59,0,"Confirmed","Total","Total","JRC"
"CN",2020-01-13,1,0,"Deaths","Total","Total","JRC"
"CN",2020-01-14,58,0,"Active","Total","Total","JRC"
"CN",2020-01-14,59,0,"Confirmed","Total","Total","JRC"
"CN",2020-01-14,1,0,"Deaths","Total","Total","JRC"
"CN",2020-01-15,57,-1,"Active","Total","Total","JRC"
"CN",2020-01-15,59,0,"Confirmed","Total","Total","JRC"
"CN",2020-01-15,2,1,"Deaths","Total","Total","JRC"
"CN",2020-01-16,57,0,"Active","Total","Total","JRC"
"CN",2020-01-16,59,0,"Confirmed","Total","Total","JRC"
"CN",2020-01-16,2,0,"Deaths","Total","Total","JRC"
"CN",2020-01-17,61,4,"Active","Total","Total","JRC"
"CN",2020-01-17,63,4,"Confirmed","Total","Total","JRC"
"CN",2020-01-17,2,0,"Deaths","Total","Total","JRC"
"CN",2020-01-18,78,17,"Active","Total","Total","JRC"
"CN",2020-01-18,80,17,"Confirmed","Total","Total","JRC"
"CN",2020-01-18,2,0,"Deaths","Total","Total","JRC"
"CN",2020-01-19,213,135,"Active","Total","Total","JRC"
"CN",2020-01-19,216,136,"Confirmed","Total","Total","JRC"
"CN",2020-01-19,3,1,"Deaths","Total","Total","JRC"
"CN",2020-01-20,232,19,"Active","Total","Total","JRC"
"CN",2020-01-20,235,19,"Confirmed","Total","Total","JRC"
"CN",2020-01-20,3,0,"Deaths","Total","Total","JRC"
"CN",2020-01-21,380,148,"Active","Total","Total","JRC"
"CN",2020-01-21,386,151,"Confirmed","Total","Total","JRC"
"CN",2020-01-21,6,3,"Deaths","Total","Total","JRC"
"CN",2020-01-22,503,503,"Active","Total","Total","JHU"
"CN",2020-01-22,509,129,"Active","Total","Total","JRC"
"CN",2020-01-22,548,548,"Confirmed","Total","Total","JHU"
"CN",2020-01-22,526,140,"Confirmed","Total","Total","JRC"
"CN",2020-01-22,17,17,"Deaths","Total","Total","JHU"
"CN",2020-01-22,17,11,"Deaths","Total","Total","JRC"
"CN",2020-01-22,28,28,"Recovered","Total","Total","JHU"
"CN",2020-01-23,595,92,"Active","Total","Total","JHU"
"CN",2020-01-23,606,97,"Active","Total","Total","JRC"
"CN",2020-01-23,643,95,"Confirmed","Total","Total","JHU"
"CN",2020-01-23,623,97,"Confirmed","Total","Total","JRC"
"CN",2020-01-23,18,1,"Deaths","Total","Total","JHU"
"CN",2020-01-23,17,0,"Deaths","Total","Total","JRC"
"CN",2020-01-23,30,2,"Recovered","Total","Total","JHU"
"CN",2020-01-24,858,263,"Active","Total","Total","JHU"
"CN",2020-01-24,856,250,"Active","Total","Total","JRC"
"CN",2020-01-24,920,277,"Confirmed","Total","Total","JHU"
"CN",2020-01-24,882,259,"Confirmed","Total","Total","JRC"
"CN",2020-01-24,26,8,"Deaths","Total","Total","JHU"
"CN",2020-01-24,26,9,"Deaths","Total","Total","JRC"
"CN",2020-01-24,36,6,"Recovered","Total","Total","JHU"
"CN",2020-01-25,1325,467,"Active","Total","Total","JHU"
"CN",2020-01-25,1282,426,"Active","Total","Total","JRC"
"CN",2020-01-25,1406,486,"Confirmed","Total","Total","JHU"
"CN",2020-01-25,1323,441,"Confirmed","Total","Total","JRC"
"CN",2020-01-25,42,16,"Deaths","Total","Total","JHU"
"CN",2020-01-25,41,15,"Deaths","Total","Total","JRC"
"CN",2020-01-25,39,3,"Recovered","Total","Total","JHU"
"CN",2020-01-26,1970,645,"Active","Total","Total","JHU"
"CN",2020-01-26,1932,650,"Active","Total","Total","JRC"
"CN",2020-01-26,2075,669,"Confirmed","Total","Total","JHU"
"CN",2020-01-26,1988,665,"Confirmed","Total","Total","JRC"
"CN",2020-01-26,56,14,"Deaths","Total","Total","JHU"
"CN",2020-01-26,56,15,"Deaths","Total","Total","JRC"
"CN",2020-01-26,49,10,"Recovered","Total","Total","JHU"
"CN",2020-01-27,2737,767,"Active","Total","Total","JHU"
"CN",2020-01-27,2694,762,"Active","Total","Total","JRC"
"CN",2020-01-27,2877,802,"Confirmed","Total","Total","JHU"
"CN",2020-01-27,2775,787,"Confirmed","Total","Total","JRC"
"CN",2020-01-27,82,26,"Deaths","Total","Total","JHU"
"CN",2020-01-27,81,25,"Deaths","Total","Total","JRC"
"CN",2020-01-27,58,9,"Recovered","Total","Total","JHU"
"CN",2020-01-28,5277,2540,"Active","Total","Total","JHU"
"CN",2020-01-28,4422,1728,"Active","Total","Total","JRC"
"CN",2020-01-28,5509,2632,"Confirmed","Total","Total","JHU"
"CN",2020-01-28,4528,1753,"Confirmed","Total","Total","JRC"
"CN",2020-01-28,131,49,"Deaths","Total","Total","JHU"
"CN",2020-01-28,106,25,"Deaths","Total","Total","JRC"
"CN",2020-01-28,101,43,"Recovered","Total","Total","JHU"
"CN",2020-01-29,5834,557,"Active","Total","Total","JHU"
"CN",2020-01-29,5862,1440,"Active","Total","Total","JRC"
"CN",2020-01-29,6087,578,"Confirmed","Total","Total","JHU"
"CN",2020-01-29,5994,1466,"Confirmed","Total","Total","JRC"
"CN",2020-01-29,133,2,"Deaths","Total","Total","JHU"
"CN",2020-01-29,132,26,"Deaths","Total","Total","JRC"
"CN",2020-01-29,120,19,"Recovered","Total","Total","JHU"
"CN",2020-01-30,7835,2001,"Active","Total","Total","JHU"
"CN",2020-01-30,7564,1702,"Active","Total","Total","JRC"
"CN",2020-01-30,8141,2054,"Confirmed","Total","Total","JHU"
"CN",2020-01-30,7734,1740,"Confirmed","Total","Total","JRC"
"CN",2020-01-30,171,38,"Deaths","Total","Total","JHU"
"CN",2020-01-30,170,38,"Deaths","Total","Total","JRC"
"CN",2020-01-30,135,15,"Recovered","Total","Total","JHU"
"CN",2020-01-31,9375,1540,"Active","Total","Total","JHU"
"CN",2020-01-31,9501,1937,"Active","Total","Total","JRC"
"CN",2020-01-31,9802,1661,"Confirmed","Total","Total","JHU"
"CN",2020-01-31,9714,1980,"Confirmed","Total","Total","JRC"
"CN",2020-01-31,213,42,"Deaths","Total","Total","JHU"
"CN",2020-01-31,213,43,"Deaths","Total","Total","JRC"
"CN",2020-01-31,214,79,"Recovered","Total","Total","JHU"
"CN",2020-02-01,11357,1982,"Active","Total","Total","JHU"
"CN",2020-02-01,11550,2049,"Active","Total","Total","JRC"
"CN",2020-02-01,11891,2089,"Confirmed","Total","Total","JHU"
"CN",2020-02-01,11809,2095,"Confirmed","Total","Total","JRC"
"CN",2020-02-01,259,46,"Deaths","Total","Total","JHU"
"CN",2020-02-01,259,46,"Deaths","Total","Total","JRC"
"CN",2020-02-01,275,61,"Recovered","Total","Total","JHU"
"CN",2020-02-02,15806,4449,"Active","Total","Total","JHU"
"CN",2020-02-02,14095,2545,"Active","Total","Total","JRC"
"CN",2020-02-02,16630,4739,"Confirmed","Total","Total","JHU"
"CN",2020-02-02,14399,2590,"Confirmed","Total","Total","JRC"
"CN",2020-02-02,361,102,"Deaths","Total","Total","JHU"
"CN",2020-02-02,304,45,"Deaths","Total","Total","JRC"
"CN",2020-02-02,463,188,"Recovered","Total","Total","JHU"
"CN",2020-02-03,18677,2871,"Active","Total","Total","JHU"
"CN",2020-02-03,16850,2755,"Active","Total","Total","JRC"
"CN",2020-02-03,19716,3086,"Confirmed","Total","Total","JHU"
"CN",2020-02-03,17211,2812,"Confirmed","Total","Total","JRC"
"CN",2020-02-03,425,64,"Deaths","Total","Total","JHU"
"CN",2020-02-03,361,57,"Deaths","Total","Total","JRC"
"CN",2020-02-03,614,151,"Recovered","Total","Total","JHU"
"CN",2020-02-04,22373,3696,"Active","Total","Total","JHU"
"CN",2020-02-04,20022,3172,"Active","Total","Total","JRC"
"CN",2020-02-04,23707,3991,"Confirmed","Total","Total","JHU"
"CN",2020-02-04,20448,3237,"Confirmed","Total","Total","JRC"
"CN",2020-02-04,491,66,"Deaths","Total","Total","JHU"
"CN",2020-02-04,426,65,"Deaths","Total","Total","JRC"
"CN",2020-02-04,843,229,"Recovered","Total","Total","JHU"
"CN",2020-02-05,25762,3389,"Active","Total","Total","JHU"
"CN",2020-02-05,23828,3806,"Active","Total","Total","JRC"
"CN",2020-02-05,27440,3733,"Confirmed","Total","Total","JHU"
"CN",2020-02-05,24320,3872,"Confirmed","Total","Total","JRC"
"CN",2020-02-05,563,72,"Deaths","Total","Total","JHU"
"CN",2020-02-05,492,66,"Deaths","Total","Total","JRC"
"CN",2020-02-05,1115,272,"Recovered","Total","Total","JHU"
"CN",2020-02-06,28477,2715,"Active","Total","Total","JHU"
"CN",2020-02-06,27483,3655,"Active","Total","Total","JRC"
"CN",2020-02-06,30587,3147,"Confirmed","Total","Total","JHU"
"CN",2020-02-06,28047,3727,"Confirmed","Total","Total","JRC"
"CN",2020-02-06,633,70,"Deaths","Total","Total","JHU"
"CN",2020-02-06,564,72,"Deaths","Total","Total","JRC"
"CN",2020-02-06,1477,362,"Recovered","Total","Total","JHU"
"CN",2020-02-07,31393,2916,"Active","Total","Total","JHU"
"CN",2020-02-07,30570,3087,"Active","Total","Total","JRC"
"CN",2020-02-07,34110,3523,"Confirmed","Total","Total","JHU"
"CN",2020-02-07,31207,3160,"Confirmed","Total","Total","JRC"
"CN",2020-02-07,718,85,"Deaths","Total","Total","JHU"
"CN",2020-02-07,637,73,"Deaths","Total","Total","JRC"
"CN",2020-02-07,1999,522,"Recovered","Total","Total","JHU"
"CN",2020-02-08,33413,2020,"Active","Total","Total","JHU"
"CN",2020-02-08,33902,3332,"Active","Total","Total","JRC"
"CN",2020-02-08,36814,2704,"Confirmed","Total","Total","JHU"
"CN",2020-02-08,34625,3418,"Confirmed","Total","Total","JRC"
"CN",2020-02-08,805,87,"Deaths","Total","Total","JHU"
"CN",2020-02-08,723,86,"Deaths","Total","Total","JRC"
"CN",2020-02-08,2596,597,"Recovered","Total","Total","JHU"
"CN",2020-02-09,35705,2292,"Active","Total","Total","JHU"
"CN",2020-02-09,36420,2518,"Active","Total","Total","JRC"
"CN",2020-02-09,39829,3015,"Confirmed","Total","Total","JHU"
"CN",2020-02-09,37232,2607,"Confirmed","Total","Total","JRC"
"CN",2020-02-09,905,100,"Deaths","Total","Total","JHU"
"CN",2020-02-09,812,89,"Deaths","Total","Total","JRC"
"CN",2020-02-09,3219,623,"Recovered","Total","Total","JHU"
"CN",2020-02-10,37424,1719,"Active","Total","Total","JHU"
"CN",2020-02-10,39297,2877,"Active","Total","Total","JRC"
"CN",2020-02-10,42354,2525,"Confirmed","Total","Total","JHU"
"CN",2020-02-10,40206,2974,"Confirmed","Total","Total","JRC"
"CN",2020-02-10,1012,107,"Deaths","Total","Total","JHU"
"CN",2020-02-10,909,97,"Deaths","Total","Total","JRC"
"CN",2020-02-10,3918,699,"Recovered","Total","Total","JHU"
"CN",2020-02-11,38638,1214,"Active","Total","Total","JHU"
"CN",2020-02-11,41679,2382,"Active","Total","Total","JRC"
"CN",2020-02-11,44386,2032,"Confirmed","Total","Total","JHU"
"CN",2020-02-11,42696,2490,"Confirmed","Total","Total","JRC"
"CN",2020-02-11,1112,100,"Deaths","Total","Total","JHU"
"CN",2020-02-11,1017,108,"Deaths","Total","Total","JRC"
"CN",2020-02-11,4636,718,"Recovered","Total","Total","JHU"
"CN",2020-02-12,38560,-78,"Active","Total","Total","JHU"
"CN",2020-02-12,43610,1931,"Active","Total","Total","JRC"
"CN",2020-02-12,44759,373,"Confirmed","Total","Total","JHU"
"CN",2020-02-12,44724,2028,"Confirmed","Total","Total","JRC"
"CN",2020-02-12,1117,5,"Deaths","Total","Total","JHU"
"CN",2020-02-12,1114,97,"Deaths","Total","Total","JRC"
"CN",2020-02-12,5082,446,"Recovered","Total","Total","JHU"
"CN",2020-02-13,52309,13749,"Active","Total","Total","JHU"
"CN",2020-02-13,58497,14887,"Active","Total","Total","JRC"
"CN",2020-02-13,59895,15136,"Confirmed","Total","Total","JHU"
"CN",2020-02-13,59865,15141,"Confirmed","Total","Total","JRC"
"CN",2020-02-13,1369,252,"Deaths","Total","Total","JHU"
"CN",2020-02-13,1368,254,"Deaths","Total","Total","JRC"
"CN",2020-02-13,6217,1135,"Recovered","Total","Total","JHU"
"CN",2020-02-14,56860,4551,"Active","Total","Total","JHU"
"CN",2020-02-14,62640,4143,"Active","Total","Total","JRC"
"CN",2020-02-14,66358,6463,"Confirmed","Total","Total","JHU"
"CN",2020-02-14,64021,4156,"Confirmed","Total","Total","JRC"
"CN",2020-02-14,1521,152,"Deaths","Total","Total","JHU"
"CN",2020-02-14,1381,13,"Deaths","Total","Total","JRC"
"CN",2020-02-14,7977,1760,"Recovered","Total","Total","JHU"
"CN",2020-02-15,57452,592,"Active","Total","Total","JHU"
"CN",2020-02-15,65035,2395,"Active","Total","Total","JRC"
"CN",2020-02-15,68413,2055,"Confirmed","Total","Total","JHU"
"CN",2020-02-15,66559,2538,"Confirmed","Total","Total","JRC"
"CN",2020-02-15,1663,142,"Deaths","Total","Total","JHU"
"CN",2020-02-15,1524,143,"Deaths","Total","Total","JRC"
"CN",2020-02-15,9298,1321,"Recovered","Total","Total","JHU"
"CN",2020-02-16,57992,540,"Active","Total","Total","JHU"
"CN",2020-02-16,66900,1865,"Active","Total","Total","JRC"
"CN",2020-02-16,70513,2100,"Confirmed","Total","Total","JHU"
"CN",2020-02-16,68566,2007,"Confirmed","Total","Total","JRC"
"CN",2020-02-16,1766,103,"Deaths","Total","Total","JHU"
"CN",2020-02-16,1666,142,"Deaths","Total","Total","JRC"
"CN",2020-02-16,10755,1457,"Recovered","Total","Total","JHU"
"CN",2020-02-17,58108,116,"Active","Total","Total","JHU"
"CN",2020-02-17,68847,1947,"Active","Total","Total","JRC"
"CN",2020-02-17,72434,1921,"Confirmed","Total","Total","JHU"
"CN",2020-02-17,70618,2052,"Confirmed","Total","Total","JRC"
"CN",2020-02-17,1864,98,"Deaths","Total","Total","JHU"
"CN",2020-02-17,1771,105,"Deaths","Total","Total","JRC"
"CN",2020-02-17,12462,1707,"Recovered","Total","Total","JHU"
"CN",2020-02-18,58002,-106,"Active","Total","Total","JHU"
"CN",2020-02-18,70639,1792,"Active","Total","Total","JRC"
"CN",2020-02-18,74211,1777,"Confirmed","Total","Total","JHU"
"CN",2020-02-18,72508,1890,"Confirmed","Total","Total","JRC"
"CN",2020-02-18,2003,139,"Deaths","Total","Total","JHU"
"CN",2020-02-18,1869,98,"Deaths","Total","Total","JRC"
"CN",2020-02-18,14206,1744,"Recovered","Total","Total","JHU"
"CN",2020-02-19,56541,-1461,"Active","Total","Total","JHU"
"CN",2020-02-19,72250,1611,"Active","Total","Total","JRC"
"CN",2020-02-19,74619,408,"Confirmed","Total","Total","JHU"
"CN",2020-02-19,74258,1750,"Confirmed","Total","Total","JRC"
"CN",2020-02-19,2116,113,"Deaths","Total","Total","JHU"
"CN",2020-02-19,2008,139,"Deaths","Total","Total","JRC"
"CN",2020-02-19,15962,1756,"Recovered","Total","Total","JHU"
"CN",2020-02-20,54825,-1716,"Active","Total","Total","JHU"
"CN",2020-02-20,72532,282,"Active","Total","Total","JRC"
"CN",2020-02-20,75077,458,"Confirmed","Total","Total","JHU"
"CN",2020-02-20,74652,394,"Confirmed","Total","Total","JRC"
"CN",2020-02-20,2238,122,"Deaths","Total","Total","JHU"
"CN",2020-02-20,2120,112,"Deaths","Total","Total","JRC"
"CN",2020-02-20,18014,2052,"Recovered","Total","Total","JHU"
"CN",2020-02-21,54608,-217,"Active","Total","Total","JHU"
"CN",2020-02-21,73305,773,"Active","Total","Total","JRC"
"CN",2020-02-21,75550,473,"Confirmed","Total","Total","JHU"
"CN",2020-02-21,75543,891,"Confirmed","Total","Total","JRC"
"CN",2020-02-21,2238,0,"Deaths","Total","Total","JHU"
"CN",2020-02-21,2238,118,"Deaths","Total","Total","JRC"
"CN",2020-02-21,18704,690,"Recovered","Total","Total","JHU"
"CN",2020-02-22,51859,-2749,"Active","Total","Total","JHU"
"CN",2020-02-22,74022,717,"Active","Total","Total","JRC"
"CN",2020-02-22,77001,1451,"Confirmed","Total","Total","JHU"
"CN",2020-02-22,76369,826,"Confirmed","Total","Total","JRC"
"CN",2020-02-22,2443,205,"Deaths","Total","Total","JHU"
"CN",2020-02-22,2347,109,"Deaths","Total","Total","JRC"
"CN",2020-02-22,22699,3995,"Recovered","Total","Total","JHU"
"CN",2020-02-23,51390,-469,"Active","Total","Total","JHU"
"CN",2020-02-23,74571,549,"Active","Total","Total","JRC"
"CN",2020-02-23,77022,21,"Confirmed","Total","Total","JHU"
"CN",2020-02-23,77016,647,"Confirmed","Total","Total","JRC"
"CN",2020-02-23,2445,2,"Deaths","Total","Total","JHU"
"CN",2020-02-23,2445,98,"Deaths","Total","Total","JRC"
"CN",2020-02-23,23187,488,"Recovered","Total","Total","JHU"
"CN",2020-02-24,49631,-1759,"Active","Total","Total","JHU"
"CN",2020-02-24,74639,68,"Active","Total","Total","JRC"
"CN",2020-02-24,77241,219,"Confirmed","Total","Total","JHU"
"CN",2020-02-24,77234,218,"Confirmed","Total","Total","JRC"
"CN",2020-02-24,2595,150,"Deaths","Total","Total","JHU"
"CN",2020-02-24,2595,150,"Deaths","Total","Total","JRC"
"CN",2020-02-24,25015,1828,"Recovered","Total","Total","JHU"
"CN",2020-02-25,47413,-2218,"Active","Total","Total","JHU"
"CN",2020-02-25,75084,445,"Active","Total","Total","JRC"
"CN",2020-02-25,77754,513,"Confirmed","Total","Total","JHU"
"CN",2020-02-25,77749,515,"Confirmed","Total","Total","JRC"
"CN",2020-02-25,2665,70,"Deaths","Total","Total","JHU"
"CN",2020-02-25,2665,70,"Deaths","Total","Total","JRC"
"CN",2020-02-25,27676,2661,"Recovered","Total","Total","JHU"
"CN",2020-02-26,45365,-2048,"Active","Total","Total","JHU"
"CN",2020-02-26,75442,358,"Active","Total","Total","JRC"
"CN",2020-02-26,78166,412,"Confirmed","Total","Total","JHU"
"CN",2020-02-26,78159,410,"Confirmed","Total","Total","JRC"
"CN",2020-02-26,2717,52,"Deaths","Total","Total","JHU"
"CN",2020-02-26,2717,52,"Deaths","Total","Total","JRC"
"CN",2020-02-26,30084,2408,"Recovered","Total","Total","JHU"
"CN",2020-02-27,42924,-2441,"Active","Total","Total","JHU"
"CN",2020-02-27,75852,410,"Active","Total","Total","JRC"
"CN",2020-02-27,78600,434,"Confirmed","Total","Total","JHU"
"CN",2020-02-27,78598,439,"Confirmed","Total","Total","JRC"
"CN",2020-02-27,2746,29,"Deaths","Total","Total","JHU"
"CN",2020-02-27,2746,29,"Deaths","Total","Total","JRC"
"CN",2020-02-27,32930,2846,"Recovered","Total","Total","JHU"
"CN",2020-02-28,39809,-3115,"Active","Total","Total","JHU"
"CN",2020-02-28,76137,285,"Active","Total","Total","JRC"
"CN",2020-02-28,78928,328,"Confirmed","Total","Total","JHU"
"CN",2020-02-28,78927,329,"Confirmed","Total","Total","JRC"
"CN",2020-02-28,2790,44,"Deaths","Total","Total","JHU"
"CN",2020-02-28,2790,44,"Deaths","Total","Total","JRC"
"CN",2020-02-28,36329,3399,"Recovered","Total","Total","JHU"
"CN",2020-02-29,37199,-2610,"Active","Total","Total","JHU"
"CN",2020-02-29,76518,381,"Active","Total","Total","JRC"
"CN",2020-02-29,79356,428,"Confirmed","Total","Total","JHU"
"CN",2020-02-29,79355,428,"Confirmed","Total","Total","JRC"
"CN",2020-02-29,2837,47,"Deaths","Total","Total","JHU"
"CN",2020-02-29,2837,47,"Deaths","Total","Total","JRC"
"CN",2020-02-29,39320,2991,"Recovered","Total","Total","JHU"
"CN",2020-03-01,34898,-2301,"Active","Total","Total","JHU"
"CN",2020-03-01,77057,539,"Active","Total","Total","JRC"
"CN",2020-03-01,79932,576,"Confirmed","Total","Total","JHU"
"CN",2020-03-01,79929,574,"Confirmed","Total","Total","JRC"
"CN",2020-03-01,2872,35,"Deaths","Total","Total","JHU"
"CN",2020-03-01,2872,35,"Deaths","Total","Total","JRC"
"CN",2020-03-01,42162,2842,"Recovered","Total","Total","JHU"
"CN",2020-03-02,32368,-2530,"Active","Total","Total","JHU"
"CN",2020-03-02,77220,163,"Active","Total","Total","JRC"
"CN",2020-03-02,80136,204,"Confirmed","Total","Total","JHU"
"CN",2020-03-02,80134,205,"Confirmed","Total","Total","JRC"
"CN",2020-03-02,2914,42,"Deaths","Total","Total","JHU"
"CN",2020-03-02,2914,42,"Deaths","Total","Total","JRC"
"CN",2020-03-02,44854,2692,"Recovered","Total","Total","JHU"
"CN",2020-03-03,29864,-2504,"Active","Total","Total","JHU"
"CN",2020-03-03,77315,95,"Active","Total","Total","JRC"
"CN",2020-03-03,80261,125,"Confirmed","Total","Total","JHU"
"CN",2020-03-03,80261,127,"Confirmed","Total","Total","JRC"
"CN",2020-03-03,2947,33,"Deaths","Total","Total","JHU"
"CN",2020-03-03,2946,32,"Deaths","Total","Total","JRC"
"CN",2020-03-03,47450,2596,"Recovered","Total","Total","JHU"
"CN",2020-03-04,27402,-2462,"Active","Total","Total","JHU"
"CN",2020-03-04,77397,82,"Active","Total","Total","JRC"
"CN",2020-03-04,80386,125,"Confirmed","Total","Total","JHU"
"CN",2020-03-04,80380,119,"Confirmed","Total","Total","JRC"
"CN",2020-03-04,2983,36,"Deaths","Total","Total","JHU"
"CN",2020-03-04,2983,37,"Deaths","Total","Total","JRC"
"CN",2020-03-04,50001,2551,"Recovered","Total","Total","JHU"
"CN",2020-03-05,25230,-2172,"Active","Total","Total","JHU"
"CN",2020-03-05,77483,86,"Active","Total","Total","JRC"
"CN",2020-03-05,80537,151,"Confirmed","Total","Total","JHU"
"CN",2020-03-05,80497,117,"Confirmed","Total","Total","JRC"
"CN",2020-03-05,3015,32,"Deaths","Total","Total","JHU"
"CN",2020-03-05,3014,31,"Deaths","Total","Total","JRC"
"CN",2020-03-05,52292,2291,"Recovered","Total","Total","JHU"
"CN",2020-03-06,23702,-1528,"Active","Total","Total","JHU"
"CN",2020-03-06,77623,140,"Active","Total","Total","JRC"
"CN",2020-03-06,80690,153,"Confirmed","Total","Total","JHU"
"CN",2020-03-06,80667,170,"Confirmed","Total","Total","JRC"
"CN",2020-03-06,3044,29,"Deaths","Total","Total","JHU"
"CN",2020-03-06,3044,30,"Deaths","Total","Total","JRC"
"CN",2020-03-06,53944,1652,"Recovered","Total","Total","JHU"
"CN",2020-03-07,22159,-1543,"Active","Total","Total","JHU"
"CN",2020-03-07,77696,73,"Active","Total","Total","JRC"
"CN",2020-03-07,80770,80,"Confirmed","Total","Total","JHU"
"CN",2020-03-07,80768,101,"Confirmed","Total","Total","JRC"
"CN",2020-03-07,3072,28,"Deaths","Total","Total","JHU"
"CN",2020-03-07,3072,28,"Deaths","Total","Total","JRC"
"CN",2020-03-07,55539,1595,"Recovered","Total","Total","JHU"
"CN",2020-03-08,20335,-1824,"Active","Total","Total","JHU"
"CN",2020-03-08,77715,19,"Active","Total","Total","JRC"
"CN",2020-03-08,80823,53,"Confirmed","Total","Total","JHU"
"CN",2020-03-08,80814,46,"Confirmed","Total","Total","JRC"
"CN",2020-03-08,3100,28,"Deaths","Total","Total","JHU"
"CN",2020-03-08,3099,27,"Deaths","Total","Total","JRC"
"CN",2020-03-08,57388,1849,"Recovered","Total","Total","JHU"
"CN",2020-03-09,18933,-1402,"Active","Total","Total","JHU"
"CN",2020-03-09,77737,22,"Active","Total","Total","JRC"
"CN",2020-03-09,80860,37,"Confirmed","Total","Total","JHU"
"CN",2020-03-09,80859,45,"Confirmed","Total","Total","JRC"
"CN",2020-03-09,3123,23,"Deaths","Total","Total","JHU"
"CN",2020-03-09,3122,23,"Deaths","Total","Total","JRC"
"CN",2020-03-09,58804,1416,"Recovered","Total","Total","JHU"
"CN",2020-03-10,17567,-1366,"Active","Total","Total","JHU"
"CN",2020-03-10,77740,3,"Active","Total","Total","JRC"
"CN",2020-03-10,80887,27,"Confirmed","Total","Total","JHU"
"CN",2020-03-10,80879,20,"Confirmed","Total","Total","JRC"
"CN",2020-03-10,3139,16,"Deaths","Total","Total","JHU"
"CN",2020-03-10,3139,17,"Deaths","Total","Total","JRC"
"CN",2020-03-10,60181,1377,"Recovered","Total","Total","JHU"
"CN",2020-03-11,16116,-1451,"Active","Total","Total","JHU"
"CN",2020-03-11,77747,7,"Active","Total","Total","JRC"
"CN",2020-03-11,80921,34,"Confirmed","Total","Total","JHU"
"CN",2020-03-11,80908,29,"Confirmed","Total","Total","JRC"
"CN",2020-03-11,3161,22,"Deaths","Total","Total","JHU"
"CN",2020-03-11,3161,22,"Deaths","Total","Total","JRC"
"CN",2020-03-11,61644,1463,"Recovered","Total","Total","JHU"
"CN",2020-03-12,14859,-1257,"Active","Total","Total","JHU"
"CN",2020-03-12,77760,13,"Active","Total","Total","JRC"
"CN",2020-03-12,80932,11,"Confirmed","Total","Total","JHU"
"CN",2020-03-12,80932,24,"Confirmed","Total","Total","JRC"
"CN",2020-03-12,3172,11,"Deaths","Total","Total","JHU"
"CN",2020-03-12,3172,11,"Deaths","Total","Total","JRC"
"CN",2020-03-12,62901,1257,"Recovered","Total","Total","JHU"
"CN",2020-03-13,13569,-1290,"Active","Total","Total","JHU"
